Dates,byd_335,teja,lca_334,g_274,arrivals(tons),sales(tones),t_max_(o_c),t_min_(o_c),rainfall_(mm),area__('000_hectares),production('000_tonnes)
19-07-2019,155000,191190,165000,155000,8,5,34.5,25.4,34.8,12.8,66.4
20-07-2019,155000,191190,165000,155000,12,6,36.1,23.9,1.2,12.8,66.4
21-07-2019,175000,190000,140000,175000,13,6,36.7,23,17,12.8,66.4
22-07-2019,175000,190000,140000,175000,9,4,36.3,23.5,6.5,12.8,66.4
23-07-2019,175000,190000,140000,175000,9,4,30.8,24.9,52.7,12.8,66.4
24-07-2019,175000,190000,140000,175000,9,5,29.4,24.1,73.6,12.8,66.4
25-07-2019,175000,190000,140000,175000,2,1,33.4,25.5,5.5,12.8,66.4
26-07-2019,175000,190000,140000,175000,6,3,32.9,23,7.2,12.8,66.4
27-07-2019,175000,190000,140000,175000,8,3,32.6,25,49.8,12.8,66.4
28-07-2019,180000,180000,140000,180000,5,2,29.1,19.9,154.3,12.8,66.4
29-07-2019,180000,180000,140000,180000,12,5,34.1,25.7,13.4,12.8,66.4
30-07-2019,180000,180000,140000,180000,12,5,32.5,24.9,38.8,12.8,66.4
31-07-2019,180000,180000,140000,180000,9,5,31.6,24.5,46.2,12.8,66.4
01-08-2019,180000,180000,140000,180000,8,4,30.8,24.3,127.2,12.8,66.4
02-08-2019,180000,180000,140000,180000,9,6,31.9,24.5,31.6,12.8,66.4
03-08-2019,180000,180000,140000,180000,9,4,34,25.4,12.2,12.8,66.4
04-08-2019,150000,180000,161912,150000,7,4,31.5,25.9,70.2,12.8,66.4
05-08-2019,150000,180000,161912,150000,5,3,32.4,24.2,41.8,12.8,66.4
06-08-2019,150000,180000,161912,150000,12,6,32.1,25,1.6,12.8,66.4
07-08-2019,150000,180000,161912,150000,11,7,29,24.3,172.4,12.8,66.4
08-08-2019,150000,180000,161912,150000,8,4,31.3,24.1,1,12.8,66.4
09-08-2019,150000,180000,161912,150000,11,6,31,19.7,0,12.8,66.4
10-08-2019,150000,180000,161912,150000,11,6,30.5,19.4,0,12.8,66.4
11-08-2019,119119,170000,135000,119119,12,5,29.5,19.5,29,12.8,66.4
12-08-2019,119119,170000,135000,119119,11,5,29.3,19.2,11.4,12.8,66.4
13-08-2019,119119,170000,135000,119119,12,6,29.4,18.3,0,12.8,66.4
14-08-2019,119119,170000,135000,119119,9,4,30.4,16.4,0,12.8,66.4
15-08-2019,119119,170000,135000,119119,8,4,29.3,15.2,0,12.8,66.4
16-08-2019,119119,170000,135000,119119,8,4,24.9,16.4,0,12.8,66.4
17-08-2019,119119,170000,135000,119119,4,2,29.9,16.3,0,12.8,66.4
18-08-2019,130000,185000,130000,130000,9,5,30.3,17.4,0,12.8,66.4
19-08-2019,130000,185000,130000,130000,5,3,30.2,18.2,0,12.8,66.4
20-08-2019,130000,185000,130000,130000,7,5,29.4,17.9,0,12.8,66.4
21-08-2019,130000,185000,130000,130000,8,5,30.1,17.5,0,12.8,66.4
22-08-2019,130000,185000,130000,130000,9,5,32.6,17.3,0,12.8,66.4
23-08-2019,130000,185000,130000,130000,13,8,29.9,19.1,46,12.8,66.4
24-08-2019,130000,185000,130000,130000,12,7,30.5,18.8,0,12.8,66.4
25-08-2019,135000,181912,140000,135000,16,9,31.2,18.8,0,12.8,66.4
26-08-2019,135000,181912,140000,135000,19,11,31.4,19.4,0,12.8,66.4
27-08-2019,135000,181912,140000,135000,19,14,35,19.1,0,12.8,66.4
28-08-2019,135000,181912,140000,135000,33,17,36.3,19.6,0,12.8,66.4
29-08-2019,135000,181912,140000,135000,31,17,38.3,19.7,0,12.8,66.4
30-08-2019,135000,181912,140000,135000,24,18,38.2,24.6,0,12.8,66.4
31-08-2019,135000,181912,140000,135000,25,15,39,25.6,0,12.8,66.4
01-09-2019,135000,180000,130000,135000,29,17,38.7,24.9,0,12.8,66.4
02-09-2019,135000,180000,130000,135000,24,16,39.5,23.5,0,12.8,66.4
03-09-2019,135000,180000,130000,135000,23,16,38,24.1,0,12.8,66.4
04-09-2019,135000,180000,130000,135000,16,8,42,24.4,8,12.8,66.4
05-09-2019,135000,180000,130000,135000,11,5,41.1,24.2,0,12.6,81.8
06-09-2019,135000,180000,130000,135000,9,4,41.5,24.4,0,12.6,81.8
07-09-2019,135000,180000,130000,135000,6,3,39.7,19.4,0,12.6,81.8
08-09-2019,115000,160000,119119,115000,6,3,36.6,19.8,8.3,12.6,81.8
09-09-2019,115000,160000,119119,115000,8,4,38.5,19.7,39.5,12.6,81.8
10-09-2019,115000,160000,119119,115000,7,4,31.1,19.6,19.8,12.6,81.8
11-09-2019,115000,160000,119119,115000,8,5,33.7,19.1,2,12.6,81.8
12-09-2019,115000,160000,119119,115000,11,6,33.4,19.3,83.5,12.6,81.8
13-09-2019,115000,160000,119119,115000,11,6,35,19.4,4.2,12.6,81.8
14-09-2019,115000,160000,119119,115000,9,4,37.5,19.7,2.2,12.6,81.8
15-09-2019,115000,155000,119119,115000,12,4,34.8,19.4,58,12.6,81.8
16-09-2019,115000,155000,119119,115000,12,4,33.7,19.3,16.2,12.6,81.8
17-09-2019,115000,155000,119119,115000,12,5,29.2,18.3,56.2,12.6,81.8
18-09-2019,115000,155000,119119,115000,8,4,33,19.3,4.6,12.6,81.8
19-09-2019,115000,155000,119119,115000,9,4,33.7,18.5,47.6,12.6,81.8
20-09-2019,115000,155000,119119,115000,12,4,31.7,18.3,174.2,12.6,81.8
21-09-2019,115000,155000,119119,115000,12,3,32.6,18.5,0,12.6,81.8
22-09-2019,111900,150000,119119,111900,11,5,33.4,17.4,64,12.6,81.8
23-09-2019,111900,150000,119119,111900,12,5,32.5,18.7,0,12.6,81.8
24-09-2019,111900,150000,119119,111900,12,4,32.4,17.1,2,12.6,81.8
25-09-2019,111900,150000,119119,111900,7,3,29.5,16,67,12.6,81.8
26-09-2019,111900,150000,119119,111900,7,4,30.6,18.6,0,12.6,81.8
27-09-2019,111900,150000,119119,111900,9,5,30.4,19.9,9,12.6,81.8
28-09-2019,111900,150000,119119,111900,8,4,30.6,19.2,36.2,12.6,81.8
29-09-2019,119119,137000,119119,119119,9,5,30.7,19,0,12.6,81.8
30-09-2019,119119,137000,119119,119119,8,4,31.2,18.5,0,12.6,81.8
01-10-2019,119119,137000,119119,119119,8,4,30.8,17.7,0,12.6,81.8
02-10-2019,119119,137000,119119,119119,8,3,29.8,19.1,0,12.6,81.8
03-10-2019,119119,137000,119119,119119,6,3,29.2,16.7,0,12.6,81.8
04-10-2019,119119,137000,119119,119119,12,4,24.9,17.5,0,12.6,81.8
05-10-2019,119119,137000,119119,119119,5,3,30.1,19.9,0,12.6,81.8
06-10-2019,123000,136000,119119,123000,8,4,29.6,14.6,0,12.6,81.8
07-10-2019,123000,136000,119119,123000,11,7,29.7,16.4,0,12.6,81.8
08-10-2019,123000,136000,119119,123000,12,7,30.3,16.4,0,12.6,81.8
09-10-2019,123000,136000,119119,123000,14,9,30.6,18.2,0,12.6,81.8
10-10-2019,123000,136000,119119,123000,14,9,30.7,19,0,12.6,81.8
11-10-2019,123000,136000,119119,123000,19,18,32.7,19.6,0,12.6,81.8
12-10-2019,123000,136000,119119,123000,23,18,33.6,19.8,0,12.6,81.8
13-10-2019,123000,133000,124000,123000,19,18,32.7,19.8,0,12.6,81.8
14-10-2019,123000,133000,124000,123000,23,18,35,19.5,0,12.6,81.8
15-10-2019,123000,133000,124000,123000,30,19,36.1,19.6,0,12.6,81.8
16-10-2019,123000,133000,124000,123000,31,19,37.5,25.6,0,12.6,81.8
17-10-2019,123000,133000,124000,123000,31,19,35.5,25.1,0,12.6,81.8
18-10-2019,123000,133000,124000,123000,24,9,37.5,23.9,0,12.6,81.8
19-10-2019,123000,133000,124000,123000,24,19,34.9,25.5,19,12.6,81.8
20-10-2019,123000,136000,119119,123000,19,16,36.8,24.8,4.2,12.6,81.8
21-10-2019,123000,136000,119119,123000,18,12,36.9,24.8,9.2,12.6,81.8
22-10-2019,123000,136000,119119,123000,15,9,39.8,24,0,12.6,81.8
23-10-2019,123000,136000,119119,123000,14,11,38.2,24.1,0,12.6,81.8
24-10-2019,123000,136000,119119,123000,1,1,38.8,24.1,19.1,13.2,12.2
25-10-2019,123000,136000,119119,123000,1,1,45.8,30.5,0,13.2,12.2
26-10-2019,123000,136000,119119,123000,1,1,40.3,23.7,0,13.2,12.2
27-10-2019,123000,136000,119119,123000,8,4,35.8,25.5,18.4,13.2,12.2
28-10-2019,123000,136000,119119,123000,12,5,34.3,24.7,59.4,13.2,12.2
29-10-2019,123000,136000,119119,123000,11,6,32,25.4,86,13.2,12.2
30-10-2019,123000,136000,119119,123000,12,5,37.7,24.1,0,13.2,12.2
31-10-2019,123000,136000,119119,123000,12,5,38.4,24.1,1.9,13.2,12.2
01-11-2019,123000,136000,119119,123000,11,6,38.1,24.1,19,13.2,12.2
02-11-2019,123000,136000,119119,123000,12,5,37.6,24.9,75.8,13.2,12.2
03-11-2019,123000,136000,124000,123000,12,7,37.2,25.1,15.9,13.2,12.2
04-11-2019,123000,136000,124000,123000,11,8,38,25.1,39.4,13.2,12.2
05-11-2019,123000,136000,124000,123000,13,9,37.7,19.6,63,13.2,12.2
06-11-2019,123000,136000,124000,123000,11,7,36.4,24.2,45.2,13.2,12.2
07-11-2019,123000,136000,124000,123000,12,6,34.9,19.3,119.7,13.2,12.2
08-11-2019,123000,136000,124000,123000,9,5,34.5,25.5,4.8,13.2,12.2
09-11-2019,123000,136000,124000,123000,14,6,33.3,24.9,93.8,13.2,12.2
10-11-2019,140000,148000,140000,140000,11,4,32.7,24.2,46.8,13.2,12.2
11-11-2019,140000,148000,140000,140000,7,4,32.8,25.9,66.7,13.2,12.2
12-11-2019,140000,148000,140000,140000,9,4,33.8,25.9,34.4,13.2,12.2
13-11-2019,140000,148000,140000,140000,9,3,33.9,24.8,5.1,13.2,12.2
14-11-2019,140000,148000,140000,140000,8,3,37.3,25.5,9.7,13.2,12.2
15-11-2019,140000,148000,140000,140000,6,3,37,24.9,4.9,13.2,12.2
16-11-2019,140000,148000,140000,140000,12,8,35.9,19.6,2.8,13.2,12.2
17-11-2019,155000,148000,155000,155000,12,5,35.5,19.6,0,13.2,12.2
18-11-2019,155000,148000,155000,155000,6,3,33.5,19.2,7.2,13.2,12.2
19-11-2019,155000,148000,155000,155000,8,4,31.6,19,60.8,13.2,12.2
20-11-2019,155000,148000,155000,155000,9,4,30.8,19.1,5,13.2,12.2
21-11-2019,155000,148000,155000,155000,12,4,30.9,18.6,0.1,13.2,12.2
22-11-2019,155000,148000,155000,155000,12,5,31.9,18.3,0,13.2,12.2
23-11-2019,155000,148000,155000,155000,12,6,32.4,17.5,0,13.2,12.2
24-11-2019,155000,150000,155000,155000,12,6,32.7,18.3,0,13.2,12.2
25-11-2019,155000,150000,155000,155000,15,12,32,16.9,0.1,13.2,12.2
26-11-2019,155000,150000,155000,155000,12,5,31.6,16.4,0,13.2,12.2
27-11-2019,155000,150000,155000,155000,14,9,31.6,15.6,0,13.2,12.2
28-11-2019,155000,150000,155000,155000,16,12,30.8,17,0,13.2,12.2
29-11-2019,155000,150000,155000,155000,12,8,30.7,18.2,0,13.2,12.2
30-11-2019,155000,150000,155000,155000,16,13,33,17.8,0,13.2,12.2
01-12-2019,175000,155000,175000,175000,14,11,32.7,19.4,0,13.2,12.2
02-12-2019,175000,155000,175000,175000,18,13,33.8,18.4,0,13.2,12.2
03-12-2019,175000,155000,175000,175000,23,16,35,19.6,0,13.2,12.2
04-12-2019,175000,155000,175000,175000,24,17,34,19.1,0,13.2,12.2
05-12-2019,175000,155000,175000,175000,24,13,35.4,19.9,0,13.2,12.2
06-12-2019,175000,155000,175000,175000,30,18,36.9,19.9,0,13.2,12.2
07-12-2019,175000,155000,175000,175000,39,14,39.2,24.2,0,13.2,12.2
08-12-2019,170000,150000,170000,170000,39,19,36.9,24,0,13.2,12.2
09-12-2019,170000,150000,170000,170000,46,19,37.8,24.9,0,13.2,12.2
10-12-2019,170000,150000,170000,170000,35,19,39.7,25.5,0,13.2,12.2
11-12-2019,170000,150000,170000,170000,24,18,39.8,23.7,0,13.2,12.2
12-12-2019,170000,150000,170000,170000,19,14,41.6,24.5,0,13.2,12.2
13-12-2019,170000,150000,170000,170000,15,11,42.1,24.1,12.6,13.2,12.2
14-12-2019,170000,150000,170000,170000,13,9,43.6,24.7,43.2,13.2,12.2
15-12-2019,175830,147312,181280,175830,19,7,33.8,24.1,119.5,17.8,31
16-12-2019,175830,147312,181280,175830,19,8,39.4,24.6,0,17.8,31
17-12-2019,175830,147312,181280,175830,24,8,34.3,25.1,42.8,17.8,31
18-12-2019,175830,147312,181280,175830,19,6,33.6,19.9,23.9,17.8,31
19-12-2019,175830,147312,181280,175830,12,4,36.3,23,16.3,17.8,31
20-12-2019,175830,147312,181280,175830,17,8,37,23.4,3.8,17.8,31
21-12-2019,175830,147312,181280,175830,19,7,34.9,24.1,91.4,17.8,31
22-12-2019,175940,151940,168030,175940,19,8,33.9,24.4,3.7,17.8,31
23-12-2019,175940,151940,168030,175940,19,9,32.6,24,19.6,17.8,31
24-12-2019,175940,151940,168030,175940,19,8,37.8,25.6,0.6,17.8,31
25-12-2019,175940,151940,168030,175940,15,7,37.6,23.1,0,17.8,31
26-12-2019,175940,151940,168030,175940,16,7,37.6,25.1,19.8,17.8,31
27-12-2019,175940,151940,168030,175940,19,8,33.1,24.6,29.6,17.8,31
28-12-2019,175940,151940,168030,175940,11,5,35.3,24.8,0.1,17.8,31
29-12-2019,168760,146191,171240,168760,16,6,32.1,19.4,24.2,17.8,31
30-12-2019,168760,146191,171240,168760,18,6,30.8,24.1,99.3,17.8,31
31-12-2019,168760,146191,171240,168760,19,6,32,19.4,13.3,17.8,31
01-01-2020,168760,146191,171240,168760,17,7,32.9,19.9,119.7,17.8,31
02-01-2020,168760,146191,171240,168760,15,6,33.1,19.6,33.8,17.8,31
03-01-2020,168760,146191,171240,168760,24,6,33.9,19.7,0,17.8,31
04-01-2020,168760,146191,171240,168760,19,4,35.3,18.9,0,17.8,31
05-01-2020,80000,150000,78000,80000,18,4,34.5,19.5,0,17.8,31
06-01-2020,80000,175190,78000,80000,17,5,34.5,17.1,0,17.8,31
07-01-2020,80000,150000,78000,80000,17,5,33.7,19.4,0,17.8,31
08-01-2020,80000,141190,78000,80000,14,6,32.7,15.4,0,17.8,31
09-01-2020,80000,130190,78000,80000,11,5,32.9,16,0,17.8,31
10-01-2020,80000,140119,78000,80000,12,6,32.5,17.9,0,17.8,31
11-01-2020,80000,140119,78000,80000,7,6,30.4,17.9,9,17.8,31
12-01-2020,90000,119000,80000,90000,8,7,32,13.1,0,17.8,31
13-01-2020,90000,119000,80000,90000,7,6,31.9,14,0,17.8,31
14-01-2020,90000,119000,80000,90000,4,6,31.3,15.9,0,17.8,31
15-01-2020,90000,119000,80000,90000,6,8,31.6,16.4,0,17.8,31
16-01-2020,90000,119000,80000,90000,3,9,31.9,14.1,0,17.8,31
17-01-2020,90000,119000,80000,90000,3,12,32.2,17.2,0,17.8,31
18-01-2020,90000,119000,80000,90000,3,12,32.9,16.2,0,17.8,31
19-01-2020,95000,115000,93000,95000,4,13,34.4,16,0,17.8,31
20-01-2020,95000,115000,93000,95000,4,17,34.4,15.6,0,17.8,31
21-01-2020,95000,115000,93000,95000,5,19,36.1,19.6,0,17.8,31
22-01-2020,95000,115000,93000,95000,4,19,35.8,18.7,0,17.8,31
23-01-2020,95000,115000,93000,95000,8,24,35.6,19.8,0,17.8,31
24-01-2020,95000,115000,93000,95000,12,18,37,19.4,0,17.8,31
25-01-2020,95000,115000,93000,95000,17,17,36.9,19.6,8.3,17.8,31
26-01-2020,95000,119119,121912,95000,9,19,37.3,19.3,0,17.8,31
27-01-2020,95000,119119,121912,95000,13,13,37.8,25,0,17.8,31
28-01-2020,95000,119119,121912,95000,9,19,39.1,25.1,0,17.8,31
29-01-2020,95000,119119,121912,95000,13,15,38.2,25.9,32.3,17.8,31
30-01-2020,95000,119119,121912,95000,14,19,36.5,24.9,31.7,17.8,31
31-01-2020,95000,119119,121912,95000,19,19,35.9,25.3,39.9,17.8,31
01-02-2020,95000,119119,121912,95000,13,9,37.4,23,12.2,12,70.2
02-02-2020,115000,130000,125000,115000,13,9,34.7,24.3,43.9,12,70.2
03-02-2020,115000,130000,125000,115000,13,6,33.2,19.8,57,12,70.2
04-02-2020,115000,130000,125000,115000,13,6,37.8,25.5,39,12,70.2
05-02-2020,115000,130000,125000,115000,14,6,36.4,25.4,9.6,12,70.2
06-02-2020,115000,130000,125000,115000,19,6,35.1,24.7,35.3,12,70.2
07-02-2020,115000,130000,125000,115000,12,6,33.2,24,6.6,12,70.2
08-02-2020,115000,130000,125000,115000,24,12,32.7,24.4,19.5,12,70.2
09-02-2020,130000,138000,129000,130000,18,9,34.1,24.1,19.3,12,70.2
10-02-2020,130000,138000,129000,130000,18,8,35.2,24.5,42.9,12,70.2
11-02-2020,130000,138000,129000,130000,19,11,35.1,24.9,19.8,12,70.2
12-02-2020,130000,138000,129000,130000,17,12,34.6,24.9,0,12,70.2
13-02-2020,130000,138000,129000,130000,19,11,35.2,24.9,54.1,12,70.2
14-02-2020,130000,138000,129000,130000,18,12,32.9,19.6,29.1,12,70.2
15-02-2020,130000,138000,129000,130000,15,9,34.3,19.4,50.4,12,70.2
16-02-2020,135000,150000,134000,135000,15,12,34.9,19.5,23.1,12,70.2
17-02-2020,135000,150000,134000,135000,18,13,34.8,19.4,0.9,12,70.2
18-02-2020,135000,150000,134000,135000,17,13,33.9,18.4,0,12,70.2
19-02-2020,135000,150000,134000,135000,18,14,33.3,19.6,0,12,70.2
20-02-2020,135000,150000,134000,135000,19,12,34,19,2.5,12,70.2
21-02-2020,135000,150000,134000,135000,14,12,34.4,19,0,12,70.2
22-02-2020,135000,150000,134000,135000,18,11,32.4,17.5,0,12,70.2
23-02-2020,130000,150000,137000,130000,19,9,32.1,16.4,0,12,70.2
24-02-2020,130000,150000,137000,130000,15,12,33.6,16.9,0,12,70.2
25-02-2020,130000,150000,137000,130000,29,14,31.4,14.4,0,12,70.2
26-02-2020,130000,150000,137000,130000,24,15,31.3,14.5,0,12,70.2
27-02-2020,130000,150000,137000,130000,12,9,31.3,14.9,0,12,70.2
28-02-2020,130000,150000,137000,130000,7,9,31.8,16.6,0,12,70.2
29-02-2020,130000,150000,137000,130000,4,6,31.5,15.1,0,12,70.2
01-03-2020,135000,175000,140000,135000,6,18,32.1,15.7,0,12,70.2
02-03-2020,135000,175000,140000,135000,7,12,33.9,17.3,0,12,70.2
03-03-2020,135000,175000,140000,135000,6,12,34,19.4,0,12,70.2
04-03-2020,135000,175000,140000,135000,7,12,32.9,19,0,12,70.2
05-03-2020,135000,175000,140000,135000,11,14,33.8,17.5,0,12,70.2
06-03-2020,135000,175000,140000,135000,8,11,37.3,17.7,0,12,70.2
07-03-2020,135000,175000,140000,135000,7,18,36.6,18.5,0,12,70.2
08-03-2020,145000,170000,144000,145000,8,14,36.1,19.5,0,12,70.2
09-03-2020,145000,170000,144000,145000,6,13,37.9,19.2,0,12,70.2
10-03-2020,145000,170000,144000,145000,4,11,37.7,23.1,0,12,70.2
11-03-2020,145000,170000,144000,145000,6,14,36.8,24.8,12.2,12,70.2
12-03-2020,145000,170000,144000,145000,7,13,37.8,25.6,0,12,70.2
13-03-2020,145000,170000,144000,145000,7,11,39.9,24.2,0,12,70.2
14-03-2020,145000,170000,144000,145000,7,9,39.9,24.4,0,12,70.2
15-03-2020,123000,130000,130000,123000,5,6,39.8,24.4,4.2,12,70.2
16-03-2020,123000,130000,130000,123000,4,6,39.6,24.6,2.9,12,70.2
17-03-2020,123000,130000,130000,123000,12,5,37.2,24.4,31.6,16.4,52.6
18-03-2020,123000,130000,130000,123000,12,5,39.4,24.7,24.1,16.4,52.6
19-03-2020,123000,130000,130000,123000,14,5,39.4,24.1,54,16.4,52.6
20-03-2020,123000,130000,130000,123000,14,4,35.9,23.8,24,16.4,52.6
21-03-2020,123000,130000,130000,123000,18,6,34.8,25.7,56.9,16.4,52.6
22-03-2020,140000,140000,119119,140000,16,7,31.8,24.7,48.3,16.4,52.6
23-03-2020,140000,140000,119119,140000,8,3,33.5,25.8,19.1,16.4,52.6
24-03-2020,140000,140000,119119,140000,17,7,36.9,23.3,0,16.4,52.6
25-03-2020,140000,140000,119119,140000,11,5,37.2,23,12,16.4,52.6
26-03-2020,140000,140000,119119,140000,18,7,34,24.9,60.5,16.4,52.6
27-03-2020,140000,140000,119119,140000,11,4,31.5,24.2,75.1,16.4,52.6
28-03-2020,140000,140000,119119,140000,14,7,32.4,25,47,16.4,52.6
29-03-2020,125000,129000,90000,125000,19,6,34,25.7,15.5,16.4,52.6
30-03-2020,125000,129000,90000,125000,19,5,34.9,23,0,16.4,52.6
31-03-2020,125000,129000,90000,125000,19,6,36.1,23.5,14.6,16.4,52.6
01-04-2020,125000,129000,90000,125000,19,6,32.6,24.4,43.2,16.4,52.6
02-04-2020,125000,129000,90000,125000,19,7,35.6,24.9,3,16.4,52.6
03-04-2020,125000,129000,90000,125000,19,7,35.6,25,0,16.4,52.6
04-04-2020,125000,129000,90000,125000,19,5,34.9,19.1,0,16.4,52.6
05-04-2020,111900,111900,80000,111900,18,9,32.4,24.4,23.6,16.4,52.6
06-04-2020,111900,111900,80000,111900,24,12,34.2,19.3,0,16.4,52.6
07-04-2020,111900,111900,80000,111900,19,6,34,19.6,0.3,16.4,52.6
08-04-2020,111900,111900,80000,111900,18,8,34.4,19.3,0,16.4,52.6
09-04-2020,111900,111900,80000,111900,24,7,33.8,19.4,2,16.4,52.6
10-04-2020,111900,111900,80000,111900,19,8,32.7,19.9,0,16.4,52.6
11-04-2020,111900,111900,80000,111900,15,7,32.1,18.8,0,16.4,52.6
12-04-2020,119000,119000,80000,119000,17,12,31,19.7,1.8,16.4,52.6
13-04-2020,119000,119000,80000,119000,14,8,31,19.1,0,16.4,52.6
14-04-2020,119000,119000,80000,119000,9,9,23.9,17.4,67.3,16.4,52.6
15-04-2020,119000,119000,80000,119000,11,5,30.1,17.8,0,16.4,52.6
16-04-2020,119000,119000,80000,119000,12,7,29.1,14.3,0,16.4,52.6
17-04-2020,119000,119000,80000,119000,6,8,30.1,15.9,0,16.4,52.6
18-04-2020,119000,119000,80000,119000,2,12,30.5,17,0,16.4,52.6
19-04-2020,98000,125000,83000,98000,6,12,30.3,18.4,3.9,16.4,52.6
20-04-2020,98000,125000,83000,98000,7,7,29.2,15.3,2.1,16.4,52.6
21-04-2020,98000,125000,83000,98000,8,12,31.7,19.9,0,16.4,52.6
22-04-2020,98000,125000,83000,98000,12,9,32.5,19.6,0,16.4,52.6
23-04-2020,98000,125000,83000,98000,9,12,35.7,19.7,0,16.4,52.6
24-04-2020,98000,125000,83000,98000,8,13,35.3,19.3,0,16.4,52.6
25-04-2020,98000,125000,83000,98000,12,14,36.5,24.7,0,16.4,52.6
26-04-2020,119000,111900,95000,119000,9,17,36.7,19.6,0,16.4,52.6
27-04-2020,119000,111900,95000,119000,9,17,36.7,25.5,0,16.4,52.6
28-04-2020,119000,111900,95000,119000,12,16,38,25.5,0,16.4,52.6
29-04-2020,119000,111900,95000,119000,9,18,38.4,25.6,0,16.4,52.6
30-04-2020,119000,111900,95000,119000,9,13,40.1,23.5,0,16.4,52.6
01-05-2020,119000,111900,95000,119000,9,14,39.3,23.8,0,16.4,52.6
02-05-2020,119000,111900,95000,119000,8,9,39.2,24.4,0.4,16.4,52.6
03-05-2020,123000,135000,95000,123000,6,9,41.4,30.3,0,16.4,52.6
04-05-2020,123000,135000,95000,123000,9,9,41.3,30.4,0,16.4,52.6
05-05-2020,123000,135000,95000,123000,9,5,41,30,4,15.4,91.2
06-05-2020,123000,135000,95000,123000,12,5,42,30.9,31.7,15.4,91.2
07-05-2020,123000,135000,95000,123000,15,8,37.5,29.2,19.4,15.4,91.2
08-05-2020,123000,135000,95000,123000,12,12,37.1,24.9,1,15.4,91.2
09-05-2020,123000,135000,95000,123000,13,12,35.5,24.4,11.8,15.4,91.2
10-05-2020,140000,138000,111900,140000,14,12,38.9,24.3,35.3,15.4,91.2
11-05-2020,140000,138000,111900,140000,16,9,35.8,24.6,24.3,15.4,91.2
12-05-2020,140000,138000,111900,140000,16,12,32.6,25.7,24.4,15.4,91.2
13-05-2020,140000,138000,111900,140000,13,9,34.1,23.1,19.4,15.4,91.2
14-05-2020,140000,138000,111900,140000,11,5,34.1,23.8,11.8,15.4,91.2
15-05-2020,140000,138000,111900,140000,11,6,36.6,25.9,41.8,15.4,91.2
16-05-2020,140000,138000,111900,140000,9,5,35.4,25.2,57.1,15.4,91.2
17-05-2020,140000,130000,119000,140000,9,6,35.6,23.6,19.7,15.4,91.2
18-05-2020,140000,130000,119000,140000,11,4,33.8,25.6,6,15.4,91.2
19-05-2020,140000,130000,119000,140000,13,3,37,23.3,73.6,15.4,91.2
20-05-2020,140000,130000,119000,140000,12,3,32.3,24.9,81.8,15.4,91.2
21-05-2020,140000,130000,119000,140000,5,3,32.4,24.9,76.6,15.4,91.2
22-05-2020,140000,130000,119000,140000,5,3,33.7,25.1,5.6,15.4,91.2
23-05-2020,140000,130000,119000,140000,11,4,32.9,25.2,61,15.4,91.2
24-05-2020,150000,125000,111900,150000,9,4,31.5,24.7,74.4,15.4,91.2
25-05-2020,150000,125000,111900,150000,7,4,31.1,24.4,40.6,15.4,91.2
26-05-2020,150000,125000,111900,150000,8,5,31.5,24.8,41,15.4,91.2
27-05-2020,150000,125000,111900,150000,7,3,33.1,19.4,0,15.4,91.2
28-05-2020,150000,125000,111900,150000,9,3,32.2,19.3,0,15.4,91.2
29-05-2020,150000,125000,111900,150000,8,3,31.7,19,0,15.4,91.2
30-05-2020,150000,125000,111900,150000,8,4,31,19.7,0,15.4,91.2
31-05-2020,130000,115000,125000,130000,8,6,30.4,19.9,1.6,15.4,91.2
01-06-2020,130000,115000,125000,130000,7,8,31.1,18.1,0,15.4,91.2
02-06-2020,130000,115000,125000,130000,6,8,31.3,18,0,15.4,91.2
03-06-2020,130000,115000,125000,130000,4,12,30.7,18.1,0,15.4,91.2
04-06-2020,130000,115000,125000,130000,5,9,29.7,19,7.6,15.4,91.2
05-06-2020,130000,115000,125000,130000,6,11,30.4,18.4,0,15.4,91.2
06-06-2020,130000,115000,125000,130000,7,7,31.1,18,0,15.4,91.2
07-06-2020,145000,140000,111900,145000,12,12,32.4,19.1,0,15.4,91.2
08-06-2020,145000,140000,111900,145000,11,13,32.5,19.5,0,15.4,91.2
09-06-2020,145000,140000,111900,145000,6,12,31.2,19.8,0,15.4,91.2
10-06-2020,145000,140000,111900,145000,6,17,33.4,19.2,4.8,15.4,91.2
